text,tweet2words,num_capitalized,tweet_length,num_negative_words,num_positive_words,num_neutral_words,has_capitalized,num_capitalised_positive_words,num_capitalised_negative_words,num_hashtags,num_special_character,correctedText
I went straight from ACC meetings to meet my family. So my kids have started their vacation without dad. @AmericanAir keeps deflecting. Airplanes are getting towed from gate to gate as I look out.,I went straight ACC meetings meet family So kids started vacation without dad keeps deflecting Airplanes getting towed gate gate I look,1,20,0,0,34,1,0,0,0,5, I went straight AC meetings meet family So kids started vacation without dad keeps deflecting Airplanes getting towed gate gate I look
So after an overnight delay @AmericanAir claims we are now 4th in line to get our plane towed over to our gate from where it resides now. So a 45 minute delay to start the morning. I did not take a private plane cause this was a family vacation.,So overnight delay claims th line get plane towed gate resides So minute delay start morning I take private plane cause family vacation,0,21,2,0,47,1,0,0,0,4, So overnight delay claims ht line get plane towed gate resides So minute delay start morning I take private plane cause family vacation
Winning at this leg space game! Thanks to sound staff of @AmericanAir . Next stop Lexington Kentucky and @Alltech ’s #ONE18 conference. See ya’ll soon (Don’t judge my socks!) pic.twitter.com/M1tzuk40vd,Winning leg space game Thanks sound staff Next stop Lexington Kentucky ONE conference See ya soon Don judge socks pic twitter com M tzuk vd,1,25,0,1,29,1,0,0,1,11, Winning leg space game Thanks sound staff Next stop Lexington Kentucky ONE conference See ya soon Don judge socks pic twitter com M Zukor VD
please help @AmericanAir some one either accidentally took my carry-on suitcase or stole it off flight 27 from LAX-Haneda,please help one either accidentally took carry suitcase stole flight LAX Haneda,1,13,1,0,18,1,0,0,0,3, please help one either accidentally took carry suitcase stole flight LAX Haldane
Welcome to the club Chris. @AmericanAir never fails in leaving us hanging. Consistently awful,Welcome club Chris never fails leaving us hanging Consistently awful,0,11,2,2,10,1,0,0,0,3, Welcome club Chris never fails leaving us hanging Consistently awful
@AmericanAir make this right for JoJo,make right JoJo,0,4,0,1,5,1,0,0,0,1, make right Jo Jo
"Credit where it is due, the new @AmericanAir Flagship Dining experience at LAX exceeds expectations. pic.twitter.com/bMgmnGh0fl",Credit due new Flagship Dining experience LAX exceeds expectations pic twitter com bMgmnGh fl,1,15,0,1,15,1,0,0,0,4, Credit due new Flagship Dining experience LAX exceeds expectations pic twitter com  fl
"Way to go VADM Adams! Proud of our #USPHS leader! @Delta , I’m sure you took good care of him, his patient and all your passengers. Meanwhile @AmericanAir doesn’t recognize active duty ID for PHS for a simple checked bag waiver. #Sad",Way go VADM Adams Proud USPHS leader I sure took good care patient passengers Meanwhile recognize active duty ID PHS simple checked bag waiver Sad,4,26,0,3,39,1,0,0,2,12, Way go ADM Adams Proud USPS leader I sure took good care patient passengers Meanwhile recognize active duty ID OHS simple checked bag waiver Sad
POW/MIA memorial here at the @AmericanAir terminal in @JFKairport pic.twitter.com/WPL4hFA4F2,POW MIA memorial terminal pic twitter com WPL hFA F,3,12,0,0,10,1,0,0,0,4, POW MIA memorial terminal pic twitter com PL hf A F
"San Francisco to Cancun, Mexico for only $234 roundtrip with @AmericanAir . http://www. secretflying.com/posts/san-fran cisco-cancun-mexico-298-roundtrip/ … pic.twitter.com/47nu2sNhz2",San Francisco Cancun Mexico roundtrip http www secretflying com posts san fran cisco cancun mexico roundtrip pic twitter com nu sNhz,0,22,0,0,17,1,0,0,0,9, San Francisco Cancun Mexico round trip HTTP WWW secret flying com posts San Fran Cisco Cancun Mexico round trip pic twitter com nu snazzy
"22.5 hrs after wheels up yesterday in LA, I finally reached my Destination ! Truly no Thanks @AmericanAir who offered me flight getting in 2 1/2 days late. Credit @Hertz who got me a car to drive 8 hours from Charlotte, NC to Hunt Valley, MD. @icecoldexacta wins Travel Challenge! pic.twitter.com/YmHO06loFY",hrs wheels yesterday LA I finally reached Destination Truly Thanks offered flight getting days late Credit got car drive hours Charlotte NC Hunt Valley MD wins Travel Challenge pic twitter com YmHO loFY,3,35,0,1,50,1,0,0,0,13, hrs wheels yesterday LA I finally reached Destination Truly Thanks offered flight getting days late Credit got car drive hours Charlotte NC Hunt Valley MD wins Travel Challenge pic twitter com YMHA lo FY
#5StarTip : How To Use The American Airlines Phone App To Get The Best Seats! Here is how: https:// bit.ly/2rJRGJv #LuxuryTravel #Travel #airline #firstclass @AmericanAir pic.twitter.com/el3hMw1epx,StarTip How To Use The American Airlines Phone App To Get The Best Seats Here https bit ly rJRGJv LuxuryTravel Travel airline firstclass pic twitter com el hMw epx,0,24,0,1,25,1,0,0,5,12, Star Tip How To Use The American Airlines Phone App To Get The Best Seats Here HTTP bit l  Luxury Travel Travel airline first class pic twitter com e hew exp
Can we get this woman a damn refund jesus @AmericanAir https:// twitter.com/jaccbrownn/sta tus/996803258504003584 …,Can get woman damn refund jesus https twitter com jaccbrownn sta tus,0,12,1,1,12,1,0,0,0,5, Can get woman damn refund Jesus HTTP twitter com brownness sat toes
"First & last time buying a ticket with @AmericanAir , $306 to move my departing flight to another time frame. Whatta joke that’s what I paid round trip!",First last time buying ticket move departing flight another time frame Whatta joke I paid round trip,0,17,1,0,27,1,0,0,0,7, First last time buying ticket move departing flight another time frame What ta joke I paid round trip
"Look at this shiny old @AmericanAir #md80 girl next door on our way out to SEA. Been a while since I spotted one. Safe travels, #gorl pic.twitter.com/bH6nYD1w6C – at Terminal C",Look shiny old md girl next door way SEA Been since I spotted one Safe travels gorl pic twitter com bH nYD w C Terminal C,1,25,0,2,29,1,0,0,2,8, Look shiny old MD girl next door way SEA Been since I spotted one Safe travels girl pic twitter com b n Yd w C Terminal C
"You’re welcome, Ryen. Happy to keep customers happy",You welcome Ryen Happy keep customers happy,0,6,0,2,6,1,0,0,0,3, You welcome Yen Happy keep customers happy
"Flight cancelled. App let me find new flight. Super easy. I don’t really work and have no family, so it wasn’t an inconvenience at all. Just go to the gym later. Thanks @AmericanAir !",Flight cancelled App let find new flight Super easy I really work family inconvenience Just go gym later Thanks,0,18,1,2,31,1,0,0,0,10, Flight canceled App let find new flight Super easy I really work family inconvenience Just go gym later Thanks
#WindowWednesday @AmericanAir passenger @JohnEJohnston13 captured this view of #Philadelphia while flying into #PHLairport during last night's weather event pic.twitter.com/5yiuyi9SML,WindowWednesday passenger captured view Philadelphia flying PHLairport last night weather event pic twitter com yiuyi SML,1,18,0,0,19,0,0,0,3,7, Window Wednesday passenger captured view Philadelphia flying Airport last night weather event pic twitter com yip ML
"I know its Ramadan but the dude next to me on this plane just sent a message to his side piece like: ""I'm so horny ill beat off in my seat on the plane, staring at this woman next to me."" @AmericanAir help pic.twitter.com/NfOvUkttqy",I know Ramadan dude next plane sent message side piece like I horny ill beat seat plane staring woman next help pic twitter com NfOvUkttqy,0,24,0,0,44,1,0,0,0,6, I know Ramadan dude next plane sent message side piece like I horny ill beat seat plane staring woman next help pic twitter com 
. @AmericanAir own Mr. Monty Thayer performing Somewhere Out There on the Baby Grand. pic.twitter.com/uHmDYvEciL,Mr Monty Thayer performing Somewhere Out There Baby Grand pic twitter com uHmDYvEciL,0,12,0,0,15,1,0,0,0,5, Mr Monty Thackeray performing Somewhere Out There Baby Grand pic twitter com 
". @AmericanAir announced new guidelines and no longer recognizes goats, ferrets, insects, snakes, hedgehogs, amphibians, reptiles, rodents, spiders and sugar gliders as emotional support animals. http:// on.nbcdfw.com/orMsaQs",announced new guidelines longer recognizes goats ferrets insects snakes hedgehogs amphibians reptiles rodents spiders sugar gliders emotional support animals http nbcdfw com orMsaQs,0,24,0,1,26,0,0,0,0,13, announced new guidelines longer recognizes goats ferrets insects snakes hedgehogs amphibians reptiles rodents spiders sugar gliders emotional support animals HTTP  com Formosa
"This weekend, @AmericanAir and the city of Chicago opened five new gates at Chicago’s O’Hare, the first significant expansion at the airport in 25 years. https:// zurl.co/O6pgq pic.twitter.com/4lpYI7Vzji",This weekend city Chicago opened five new gates Chicago O Hare first significant expansion airport years https zurl co O pgq pic twitter com lpYI Vzji,0,24,0,1,27,1,0,0,0,8, This weekend city Chicago opened five new gates Chicago O Hare first significant expansion airport years HTTP curl co O pg pic twitter com lippy Jive
"Congratulations @AmericanAir for making this the worst flight experience. @tara_shoe and I sat on your uncomfortable aircraft for 5 hours on the runway, just to never get to our destination pic.twitter.com/NUH5PJiJMl",Congratulations making worst flight experience I sat uncomfortable aircraft hours runway never get destination pic twitter com NUH PJiJMl,1,21,2,1,28,1,0,0,0,5, Congratulations making worst flight experience I sat uncomfortable aircraft hours runway never get destination pic twitter com NU 
Welp. @AmericanAir strikes again! Our flight was delayed causing us to miss our connections and miss meeting the rest of our team in Dallas. We get to spend the night in the airport and arrive a day late - but we are Haiti bound! pic.twitter.com/9GB0XWG3Qq,Welp strikes Our flight delayed causing us miss connections miss meeting rest team Dallas We get spend night airport arrive day late Haiti bound pic twitter com GB XWG Qq,2,29,4,0,41,1,0,0,0,7, Help strikes Our flight delayed causing us miss connections miss meeting rest team Dallas We get spend night airport arrive day late Haiti bound pic twitter com GB XINGU Q
What a disaster. Please @AmericanAir do the right thing for @Cameron_Gray and @LorettaGrayVA and make sure they get to Rome ASAP!!! After the week you guys have had I am sure you’ve been looking forward to this trip.,What disaster Please right thing make sure get Rome ASAP After week guys I sure looking forward trip,1,19,0,1,37,1,0,0,0,7, What disaster Please right thing make sure get Rome ASAP After week guys I sure looking forward trip
"Generic response doesn't work You don't understand, after flying 750Kmiles with @AmericanAir I've experienced delays before. Way you handle things now vastly different than Airline I've been loyal to for 18 years. This isn't about just today, this is about your descent to awful.",Generic response work You understand flying Kmiles I experienced delays Way handle things vastly different Airline I loyal years This today descent awful,0,20,1,2,41,1,0,0,0,11, Generic response work You understand flying Miles I experienced delays Way handle things vastly different Airline I loyal years This today descent awful
"Dear @AmericanAir I've flown 750K miles w/u, enough miles to drive 30x around World. I had goal of 1M, now I'm done. Unconscionable what you did 1920 CHT to BWI. After 6hr delay loaded plane, had standby wait, only to CANCEL flight. Done. Taking loyalty to airline that wants it. pic.twitter.com/8k4y6jX9YG",Dear I flown K miles w u enough miles drive x around World I goal M I done Unconscionable CHT BWI After hr delay loaded plane standby wait CANCEL flight Done Taking loyalty airline wants pic twitter com k jX YG,4,37,1,2,48,1,0,0,0,14, Dear I flown K miles w u enough miles drive x around World I goal M I done Unconscionable TIT BI After hr delay loaded plane standby wait CANCEL flight Done Taking loyalty airline wants pic twitter com k j Y
#5StarTip : How To Use The American Airlines Phone App To Get The Best Seats! Here is how: https:// bit.ly/2rJRGJv #LuxuryTravel #Travel #airline #firstclass @AmericanAir pic.twitter.com/Pr5V05eGKj,StarTip How To Use The American Airlines Phone App To Get The Best Seats Here https bit ly rJRGJv LuxuryTravel Travel airline firstclass pic twitter com Pr V eGKj,0,24,0,1,25,1,0,0,5,12, Star Tip How To Use The American Airlines Phone App To Get The Best Seats Here HTTP bit l  Luxury Travel Travel airline first class pic twitter com Pr V egg
Flying @AmericanAir is like staying in an abusive relationship because you put a bunch of time (miles) in. At some point you just gotta cut ties.,Flying like staying abusive relationship put bunch time miles At point gotta cut ties,0,14,1,1,24,1,0,0,0,4, Flying like staying abusive relationship put bunch time miles At point gotta cut ties
"My Travel vs. @icecoldexacta He flew @SouthwestAir & w/ poor boarding spot made Rained out Orioles. I'm 4th Standby for 5hr delay CLT to BWI @AmericanAir If @AmericanAir doesn't put me on this flight, I'm saying goodbye to my 750,000 career Advantage miles What's my Advantage ? pic.twitter.com/5aM8ru7YE0",My Travel vs He flew w poor boarding spot made Rained Orioles I th Standby hr delay CLT BWI If put flight I saying goodbye career Advantage miles What Advantage pic twitter com aM ru YE,3,33,2,2,44,1,0,0,0,16, My Travel vs He flew w poor boarding spot made Rained Orioles I ht Standby hr delay CL BI If put flight I saying goodbye career Advantage miles What Advantage pic twitter com am roe YE
Check out My “Travel Tales” on @AmericanAir http:// bit.ly/AWtonibraxton @inkglobal #AmericanWay,Check My Travel Tales http bit ly AWtonibraxton AmericanWay,0,10,0,0,11,1,0,0,1,7, Check My Travel Tales HTTP bit l Calibration American Way
Sir Cam!!! Replying back at ya with an un-belie-va-GULLy big wave!! #twitterpals #travel #CapeTown #southafrica #newzealand #ff #ttot pic.twitter.com/UJvy594kR3,Sir Cam Replying back ya un belie va GULLy big wave twitterpals travel CapeTown southafrica newzealand ff ttot pic twitter com UJvy kR,0,23,0,0,19,1,0,0,7,11, Sir Cam Replying back ya UN belie VA Gully big wave twitter pals travel Cape Town Southampton Zealand ff trot pic twitter com Curvy k
"If y’all plan on traveling anywhere by flight, DO NOT FLY @AmericanAir ! They will take their time and get you to your destination when they’re ready to get you there, REGARDLESS of your schedule.",If plan traveling anywhere flight DO NOT FLY They take time get destination ready get REGARDLESS schedule,4,14,0,1,34,1,0,0,0,7, If plan traveling anywhere flight DO NOT FLY They take time get destination ready get REGARDLESS schedule
Didn’t make it to kingsmill tonight. I’m stuck in Washington and my bags are at JFK. Hope to be reunited in Norfolk tomorrow @AmericanAir,Didn make kingsmill tonight I stuck Washington bags JFK Hope reunited Norfolk tomorrow,1,12,1,0,23,1,0,0,0,5, Dido make kings mill tonight I stuck Washington bags JFK Hope reunited Norfolk tomorrow
"I’ll say one thing, @AmericanAir has answered every time I’ve tweeted them, both compliments and complaints And since life is an adventure, we’re now flying through Barcelona, a place we’ve never been https:// twitter.com/americanair/st atus/996522706337181696 …",I say one thing answered every time I tweeted compliments complaints And since life adventure flying Barcelona place never https twitter com americanair st atus,0,23,1,0,35,1,0,0,0,13, I say one thing answered every time I tweeted compliments complaints And since life adventure flying Barcelona place never HTTP twitter com Americana st taus
"We’d be on this @AmericanAir flight to Rome right now if the flight from DC wasn’t delayed, and if we didn’t sit on the tarmac here in Charlotte, waiting for the plane at our arrival gate to take off You couldn’t wait 2 little minutes, @AmericanAir ? pic.twitter.com/x7FUUR9kmD",We flight Rome right flight DC delayed sit tarmac Charlotte waiting plane arrival gate take You wait little minutes pic twitter com x FUUR kmD,2,25,0,1,47,1,0,0,0,11, We flight Rome right flight DC delayed sit tarmac Charlotte waiting plane arrival gate take You wait little minutes pic twitter com x FUR km D
Happy #TravelTuesday ! Headed to #Prague on @AmericanAir ’s new daily non stop flight! pic.twitter.com/A1gUHtSj69,Happy TravelTuesday Headed Prague new daily non stop flight pic twitter com A gUHtSj,0,14,0,1,14,1,0,0,2,7, Happy Travel Tuesday Headed Prague new daily non stop flight pic twitter com A gutsy
Hey @AmericanAir ¿is your website down? Or these guys built it? pic.twitter.com/J3zoQcoeDs,Hey website Or guys built pic twitter com J zoQcoeDs,0,10,0,0,12,1,0,0,0,5, Hey website Or guys built pic twitter com J coeds
@AmericanAir 727 @iflymia OUR VIDEOS http:// youtube.com/JustPlanes #avgeek #avgeeks #aviation #b727 pic.twitter.com/vbUHnVdJ8D,OUR VIDEOS http youtube com JustPlanes avgeek avgeeks aviation b pic twitter com vbUHnVdJ D,2,15,0,0,12,1,0,0,4,9, OUR VIDEOS HTTP you tube com Just Planes av geek av geeks aviation b pic twitter com  D
. @AmericanAir says no more snakes on a plane—or goats or ferrets or spiders http:// f-st.co/2Ipe1B9,says snakes plane goats ferrets spiders http f st co Ipe B,0,13,0,0,16,0,0,0,0,5, says snakes plane goats ferrets spiders HTTP f st co Ape B
SUMMER: Miami to the US Virgin Islands for only $200 roundtrip with @AmericanAir . http://www. secretflying.com/posts/miami-us -virgin-islands-220-roundtrip/ … pic.twitter.com/M3V2zCqlhC,SUMMER Miami US Virgin Islands roundtrip http www secretflying com posts miami us virgin islands roundtrip pic twitter com M V zCqlhC,2,22,0,0,19,1,0,0,0,9, SUMMER Miami US Virgin Islands round trip HTTP WWW secret flying com posts Miami us virgin islands round trip pic twitter com M V 
#RT WTS2018 Award Honorees Announcement! @Kathy_Fielder | #NanaAmoako | @debracaudy | @nancyborowick Visit #WTS on @instagram for #tuesdaytakeover 2 learn more about the announced #womenthatsoaraward honorees! @TouchALife @LadyLakeMusic @Toyota @AmericanAir @O_Magazine @TGCDiary pic.twitter.com/MMmz4ggAL5,RT WTS Award Honorees Announcement NanaAmoako Visit WTS tuesdaytakeover learn announced womenthatsoaraward honorees pic twitter com MMmz ggAL,3,29,0,1,32,1,0,0,5,21, RT QTS Award Honorees Announcement  Visit QTS takeover learn announced  honorees pic twitter com Mm g Gal
Congrats to #GBTALadders Mentee of the Year award winner Annisha Brown of @AmericanAir #LadderUp pic.twitter.com/RHQ0eZZMor,Congrats GBTALadders Mentee Year award winner Annisha Brown LadderUp pic twitter com RHQ eZZMor,1,15,0,2,13,1,0,0,2,4, Congrats Gallbladders Men tee Year award winner Mannish Brown Ladder Up pic twitter com RHO memorize
Hey @AmericanAir — this is one spoiled and cute doggo! 12/10 should be standard on all flights. @darth pic.twitter.com/6u2yNp2tRv,Hey one spoiled cute doggo standard flights pic twitter com u yNp tRv,0,15,1,1,17,1,0,0,0,7, Hey one spoiled cute doggy standard flights pic twitter com u Np tr
A behind the scenes look at an @AmericanAir avionics AMT. pic.twitter.com/fQpagTYsGl,A behind scenes look avionics AMT pic twitter com fQpagTYsGl,1,10,0,0,11,1,0,0,0,3, A behind scenes look avionics AMT pic twitter com 
"On Saturday, the #Dbacks recognized @AmericanAir team member Bill Duncan and presented him with a jersey and gift bag for his actions that helped save the life of a passenger at @PHXSkyHarbor Airport. #AATeam Know a hometown hero? Nominate her or him at http:// dbacks.com/hometownheroes pic.twitter.com/ARPIGww33O",On Saturday Dbacks recognized team member Bill Duncan presented jersey gift bag actions helped save life passenger Airport AATeam Know hometown hero Nominate http dbacks com hometownheroes pic twitter com ARPIGww O,0,32,0,1,45,1,0,0,2,10, On Saturday Backs recognized team member Bill Duncan presented jersey gift bag actions helped save life passenger Airport Teammate Know hometown hero Nominate HTTP backs com hometown heroes pic twitter com Carpi O
Dianna Agron posted this on #InstagramStories about @AmericanAir not allowing some animals (specially goats) on their flights #DiannaAgron #AmericanAirlines @DiannaAgron pic.twitter.com/nl1FzTL7ui,Dianna Agron posted InstagramStories allowing animals specially goats flights DiannaAgron AmericanAirlines pic twitter com nl FzTL ui,0,19,0,0,21,1,0,0,3,8, Dianna Aron posted Instagram Stories allowing animals specially goats flights Brobdingnagian American Airlines pic twitter com bl Aztlan ii
"So what have the following got in common? @McDonaldsUK @Deliveroo @NestleUKI @GuinnessGB @O2 @IKEAUK @amazon @AmericanAir @CR_UK @BritishLungFoundation and my little agency @ThisIsRMS We've all been shortlisted in the @clearchanneluk Outdoor Media Awards, that's what! 1/2",So following got common little agency We shortlisted Outdoor Media Awards,0,21,0,0,36,1,0,0,0,18, So following got common little agency We shortlisted Outdoor Media Awards
Good to know @AmericanAir tv screens would be nice too! https:// twitter.com/AmericanAir/st atus/996408663454748675 …,Good know tv screens would nice https twitter com AmericanAir st atus,0,13,0,2,12,1,0,0,0,6, Good know TV screens would nice HTTP twitter com American Air st taus
I was flying back from Bermuda on @AmericanAir who's stewardess Deanna was lovely but had no electrical outlets or tv's like @Delta does and missed the game But I was THRILLED @warriors WON game 1! #SplashBrothers https:// twitter.com/JuanDeMarco4/s tatus/996241609447489536 …,I flying back Bermuda stewardess Deanna lovely electrical outlets tv like missed game But I THRILLED WON game SplashBrothers https twitter com JuanDeMarco tatus,2,23,1,4,35,1,0,0,1,11, I flying back Bermuda stewardess Deanna lovely electrical outlets TV like missed game But I THRILLED WON game Splash Brothers HTTP twitter com Demarcation tats
#TT #Travel Crew @Melodyonly @AmericanAir @RickGriffin @WeBlogtheWorld @socialmoms @AskAConcierge @PortholeCruise @TravelEditor @sidlipsey @Travelanswerman @MickyArison @CruiseAddicts @cruiseprguy @annbrine @travelingmoms @AnneDimon @JeffTitelius @Iamracheljlloyd,TT Travel Crew,1,21,0,0,21,1,0,0,2,20, RT Travel Crew
"American Airlines is now asking that you leave your insects, hedgehogs and goats at home. #NotEmotionalSupportAnimals http:// money.cnn.com/2018/05/14/new s/american-airlines-emotional-support-animals-policy/index.html … @CBS12 @AmericanAir",American Airlines asking leave insects hedgehogs goats home NotEmotionalSupportAnimals http money cnn com new american airlines emotional support animals policy index html,0,24,0,0,22,1,0,0,1,9, American Airlines asking leave insects hedgehogs goats home Emotionalizes HTTP money CNN com new American airlines emotional support animals policy index HTML
Well... to be fair to @AmericanAir those goats and hedgehogs are pretty massive. https:// twitter.com/cnn/status/996 272987946045440 …,Well fair goats hedgehogs pretty massive https twitter com cnn status,0,12,0,2,15,1,0,0,0,6, Well fair goats hedgehogs pretty massive HTTP twitter com CNN status
"So ya’ll cancel my flight twice make me wait all day in Chicago, then don’t even have the audacity to even give me a voucher for the hotel I have to pay for now because of ya’ll huh @AmericanAir",So ya cancel flight twice make wait day Chicago even audacity even give voucher hotel I pay ya huh,0,18,1,0,38,1,0,0,0,5, So ya cancel flight twice make wait day Chicago even audacity even give voucher hotel I pay ya huh
6,,0,0,0,0,1,0,0,0,0,0,
"Hey, @AmericanAir , if Chester the Goat flies as a paid passenger can he bring Juniper, his emotional support hen? https:// twitter.com/cbsmiami/statu s/996117967061573633 …",Hey Chester Goat flies paid passenger bring Juniper emotional support hen https twitter com cbsmiami statu,0,17,0,1,23,1,0,0,0,9, Hey Chester Goat flies paid passenger bring Juniper emotional support hen HTTP twitter com Miami stat
". @AmericanAir is banning several types of creatures from flying as “emotional support” animals, including hedgehogs, goats, ferrets, chickens, birds of prey and snakes http:// on.ktla.com/9Fihp",banning several types creatures flying emotional support animals including hedgehogs goats ferrets chickens birds prey snakes http ktla com Fihp,0,21,0,0,26,0,0,0,0,11, banning several types creatures flying emotional support animals including hedgehogs goats ferrets chickens birds prey snakes HTTP kola com Fish
we stand with our Goat friends in solidarity! THIS IS AN OUTRAGE @AmericanAir ! We goats and hedgehogs will not be discriminated against! pic.twitter.com/rOoXSwDIlR,stand Goat friends solidarity THIS IS AN OUTRAGE We goats hedgehogs discriminated pic twitter com rOoXSwDIlR,4,13,1,0,23,1,0,0,0,5, stand Goat friends solidarity THIS IS AN OUTRAGE We goats hedgehogs discriminated pic twitter com rowdily
"VICTORY FOR US CONSUMERS: The Big 3 US Airlines ( @Delta , @United , @AmericanAir ), while enjoying billions of dollars in US government/taxpayer subsidies, have fortunately failed in their hypocritical, anti-consumer campaign against the Gulf carriers https://www. economist.com/blogs/gulliver /2018/05/going-nowhere …",VICTORY FOR US CONSUMERS The Big US Airlines enjoying billions dollars US government taxpayer subsidies fortunately failed hypocritical anti consumer campaign Gulf carriers https www economist com blogs gulliver going nowhere,6,32,1,3,37,1,0,0,0,16, VICTORY FOR US CONSUMERS The Big US Airlines enjoying billions dollars US government taxpayer subsidies fortunately failed hypocritical anti consumer campaign Gulf carriers HTTP WWW economist com blogs Gulliver going nowhere
I'm feeling lucky today @AmericanAir @IraStevenBehr pic.twitter.com/6QZ9Xmgawy,I feeling lucky today pic twitter com QZ Xmgawy,1,10,0,1,6,1,0,0,0,4, I feeling lucky today pic twitter com Q 
WHAT A SURPRISE! @AmericanAir MESSED UP AGAIN. MY FLIGHT WAS DELAYED SO MUCH I MISSED MY NEXT NOW IM STUck TILL TMMRW IN THIS STATE WTF,WHAT A SURPRISE MESSED UP AGAIN MY FLIGHT WAS DELAYED SO MUCH I MISSED MY NEXT NOW IM STUck TILL TMMRW IN THIS STATE WTF,22,14,4,0,22,1,0,0,0,3, WHAT A SURPRISE MESSED UP AGAIN MY FLIGHT WAS DELAYED SO MUCH I MISSED MY NEXT NOW MI S Tuck TILL  IN THIS STATE WT
"Dear @united and @AmericanAir , take note here, @Delta keeping 3-3-3 seat in Economy on their @boeing 777s. https:// twitter.com/airwaysmagazin e/status/996116769982074880 …",Dear take note keeping seat Economy https twitter com airwaysmagazin e status,0,16,0,0,22,1,0,0,0,12, Dear take note keeping seat Economy HTTP twitter com magazine e status
Ahhh man! My pet lion good tho! Cool! @AmericanAir https:// twitter.com/cnni/status/99 6118523553476615 …,Ahhh man My pet lion good tho Cool https twitter com cnni status,0,13,0,1,12,1,0,0,0,7, Aha man My pet lion good tho Cool HTTP twitter com CNN status
The weather at @iflymia was rainy with a chance of more rain for a little while but I was in good company with an @AmericanAir captain next to me. Thx for the chat on the ground and keeping us informed in the air! pic.twitter.com/rGMvLqmPhx,The weather rainy chance rain little I good company captain next Thx chat ground keeping us informed air pic twitter com rGMvLqmPhx,0,22,0,1,43,1,0,0,0,5, The weather rainy chance rain little I good company captain next Th chat ground keeping us informed air pic twitter com 
"Miami to Montego Bay, Jamaica for only $230 roundtrip with @AmericanAir . http://www. secretflying.com/posts/miami-mo ntego-bay-jamaica-209-roundtrip/ … pic.twitter.com/TrTCch0g6p",Miami Montego Bay Jamaica roundtrip http www secretflying com posts miami mo ntego bay jamaica roundtrip pic twitter com TrTCch g p,0,23,0,0,17,1,0,0,0,9, Miami Mont ego Bay Jamaica round trip HTTP WWW secret flying com posts Miami mo integer bay Jamaica round trip pic twitter com Stretch g p
Followed ALL!! Only thing left to do is send a HUGE hi-and-hello from waaaaaaay down South #CapeTown yo! #travel #southafrica #ff #ttot #traveltuesday pic.twitter.com/fKc1aZXmqv,Followed ALL Only thing left send HUGE hi hello waaaaaaay South CapeTown yo travel southafrica ff ttot traveltuesday pic twitter com fKc aZXmqv,2,21,0,0,24,1,0,0,6,10, Followed ALL Only thing left send HUGE hi hello  South Cape Town yo travel Southampton ff trot travelogue pic twitter com f Kc 
. @AmericanAir tightens leash on emotional support animals: http:// on.nbcdfw.com/04VgURQ pic.twitter.com/zruu9FQDtS,tightens leash emotional support animals http nbcdfw com VgURQ pic twitter com zruu FQDtS,0,15,0,1,10,0,0,0,0,6, tightens leash emotional support animals HTTP  com Guru pic twitter com Ruiz Fidgets
"Hey @AmericanAir thank you for rebooking our First Class tickets for a flight today, on an economy flight for tomorrow, for the same cost. Feels like I got robbed. I was told I could write a letter to customer relations if I wasn’t happy.",Hey thank rebooking First Class tickets flight today economy flight tomorrow cost Feels like I got robbed I told I could write letter customer relations I happy,0,24,0,2,42,1,0,0,0,7, Hey thank rebuking First Class tickets flight today economy flight tomorrow cost Feels like I got robbed I told I could write letter customer relations I happy
Thank you to all of our #GBTALadders sponsors! @AddisonLeeCabs @ALTOUR @AmericanAir @AmadeusNews @BestWestern @BCDTravel @CastoTravel @ciswired @Delta @Kimpton @lyft @ShoreClubSoBe @yapta @sbeCollection #LadderUp pic.twitter.com/WMTe1XGHAX,Thank GBTALadders sponsors LadderUp pic twitter com WMTe XGHAX,1,23,0,1,23,1,0,0,2,18, Thank Gallbladders sponsors Ladder Up pic twitter com Comte HALIFAX
Great move by @Delta to add CHA > LGA this summer; hoping @AmericanAir add one as well https:// twitter.com/timesfreepress /status/996069728060936192 …,Great move add CHA LGA summer hoping add one well https twitter com timesfreepress status,2,17,0,2,19,1,0,0,0,8, Great move add TEA LAG summer hoping add one well HTTP twitter com impressiveness status
@AmericanAir A little flustered to be told I’m not guaranteed a seat on another flight and need to hope for standby since I missed my flight...I didn’t miss anything..your plane didn’t get me in on time and your other one didn’t wait for me!,A little flustered told I guaranteed seat another flight need hope standby since I missed flight I miss anything plane get time one wait,0,21,2,0,42,1,0,0,0,8, A little flustered told I guaranteed seat another flight need hope standby since I missed flight I miss anything plane get time one wait
"I have some terrible news. @AmericanAir will no longer let me bring my pet cockroach onboard as an emotional support animal. In fact, all insects are now banned along with hedgehogs and goats. I will obviously only be able to fly other airlines now. http:// news.aa.com/news/news-deta ils/2018/American-Airlines-Announces-Changes-to-Emotional-Support-Animal-Policy/default.aspx …",I terrible news longer let bring pet cockroach onboard emotional support animal In fact insects banned along hedgehogs goats I obviously able fly airlines http news aa com news news deta ils American Airlines Announces Changes Emotional Support Animal Policy default aspx,0,40,1,1,46,1,0,0,0,10, I terrible news longer let bring pet cockroach onboard emotional support animal In fact insects banned along hedgehogs goats I obviously able fly airlines HTTP news AA com news news date eels American Airlines Announces Changes Emotional Support Animal Policy default asp
